Поезд/Нитка,Дней до отправления,Станция отп.,Станция назн.,Тип/Кл.обсл.,Кол-во прод. мест,Сумма по бил.,Сумма по плац.,Сумма серв. усл.,Итого сумма билета,Расстояние
468М,1,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1767.7,252
468М,1,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2157.6,252
468М,1,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
468М,1,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
127Ы,2,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
127Ы,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
357Й,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1689.6,252
357Й,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1689.6,252
357Й,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
079Я,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2066.3,252
079Я,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2066.3,252
079Я,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2066.3,252
079Я,2,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
079Я,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
037Г,2,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,2135.7,252
037Г,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
035А,2,КРАСНОДАР,АДЛЕР,1Э,1,,,2983.0,7541.6,252
035А,2,КРАСНОДАР,АДЛЕР,2Б,1,,,347.0,2087.0,252
035А,2,КРАСНОДАР,АДЛЕР,2Б,1,,,347.0,2087.0,252
035А,2,КРАСНОДАР,АДЛЕР,2Х,1,,,347.0,2087.0,252
035А,2,КРАСНОДАР,АДЛЕР,2Х,1,,,347.0,2087.0,252
035А,2,КРАСНОДАР,АДЛЕР,2Х,1,,,347.0,2394.0,252
035А,2,КРАСНОДАР,АДЛЕР,2Т,1,,,939.0,2679.0,252
035А,2,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,2679.0,252
035А,2,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,2986.0,252
035А,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1828.5,252
117Й,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1828.5,252
117Й,2,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
117Й,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
014Ж,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2319.0,252
014Ж,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2319.0,252
014Ж,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2553.5,252
014Ж,2,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
014Ж,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
083М,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2361.6,252
083М,2,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
083М,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
104В,2,КРАСНОДАР,АДЛЕР,2Б,1,,,347.0,2549.1,252
104В,2,КРАСНОДАР,АДЛЕР,2Т,1,,,939.0,3141.1,252
104В,2,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,3141.1,252
104В,2,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,3529.7,252
104В,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
353Е,2,КРАСНОДАР,АДЛЕР,2А,1,,,260.0,1975.6,252
353Е,2,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
353Е,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
821С,2,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
302Б,2,КРАСНОДАР,АДЛЕР,2К,1,,,93.1,2260.6,252
302Б,2,КРАСНОДАР,АДЛЕР,2К,1,,,93.1,2260.6,252
302Б,2,КРАСНОДАР,АДЛЕР,3Б,1,,,93.1,1241.9,252
302Б,2,КРАСНОДАР,АДЛЕР,3Д,1,,,93.1,1241.9,252
815С,2,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
815С,2,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
345Е,2,КРАСНОДАР,АДЛЕР,1У,1,,,384.0,4666.9,252
345Е,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
345Е,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
113А,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1802.9,252
113А,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1802.9,252
113А,2,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
113А,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
801С,2,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
471М,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1014.5,252
471М,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
360Ч,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2334.8,252
360Ч,2,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2334.8,252
360Ч,2,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
463У,3,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
463У,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
642С,3,КРАСНОДАР,АДЛЕР,1Э,1,,,666.0,5922.4,252
642С,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
037Г,3,КРАСНОДАР,АДЛЕР,1Э,1,,,2563.0,8688.7,252
037Г,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
035А,3,КРАСНОДАР,АДЛЕР,2К,1,,,307.0,1330.5,252
035А,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
104В,3,КРАСНОДАР,АДЛЕР,1Э,1,,,2983.0,9749.8,252
104В,3,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,3141.1,252
104В,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
353Е,3,КРАСНОДАР,АДЛЕР,2А,1,,,260.0,1975.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2Ц,1,,,260.0,1975.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2Ц,1,,,260.0,1975.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1580.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1580.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2Т,1,,,939.0,2654.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1923.6,252
353Е,3,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1923.7,252
353Е,3,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
353Е,3,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
353Е,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
821С,3,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
815С,3,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
815С,3,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
829С,3,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
829С,3,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
249Н,3,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1402.1,252
249Н,3,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1700.5,252
249Н,3,КРАСНОДАР,АДЛЕР,2Л,1,,,208.0,1342.3,252
249Н,3,КРАСНОДАР,АДЛЕР,2Л,1,,,208.0,1497.1,252
249Н,3,КРАСНОДАР,АДЛЕР,2Л,1,,,208.0,1625.9,252
249Н,3,КРАСНОДАР,АДЛЕР,2Л,1,,,208.0,1681.2,252
249Н,3,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1402.1,252
249Н,3,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1402.1,252
249Н,3,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1700.5,252
249Н,3,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1700.5,252
249Н,3,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1700.5,252
249Н,3,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1486.5,252
249Н,3,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
249Н,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
461Й,3,КРАСНОДАР,АДЛЕР,1У,1,,,384.0,4840.1,252
461Й,3,КРАСНОДАР,АДЛЕР,1У,1,,,384.0,4840.1,252
461Й,3,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1814.5,252
461Й,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
113А,3,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1802.9,252
113А,3,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1486.5,252
113А,3,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
113А,3,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
801С,3,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
801С,3,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
801С,3,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
801С,3,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,1271.4,252
257Я,4,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,2148.4,252
257Я,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
037Г,4,КРАСНОДАР,АДЛЕР,2Ф,1,,,412.0,3098.7,252
037Г,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1828.5,252
117Й,4,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1486.5,252
117Й,4,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
117Й,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
083М,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,961.2,252
083М,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
353Е,4,КРАСНОДАР,АДЛЕР,2А,1,,,260.0,1975.6,252
353Е,4,КРАСНОДАР,АДЛЕР,2Ц,1,,,260.0,1975.6,252
353Е,4,КРАСНОДАР,АДЛЕР,2Т,1,,,939.0,2654.6,252
353Е,4,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1923.6,252
353Е,4,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1923.6,252
353Е,4,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,2654.6,252
353Е,4,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
353Е,4,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
353Е,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
821С,4,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
821С,4,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
821С,4,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
821С,4,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
821С,4,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,1271.4,252
821С,4,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
815С,4,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
545У,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1627.3,252
545У,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1982.2,252
545У,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1982.2,252
545У,4,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
545У,4,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
545У,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
345Е,4,КРАСНОДАР,АДЛЕР,1У,1,,,384.0,4666.9,252
345Е,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1580.6,252
345Е,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
345Е,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
345Е,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.7,252
345Е,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1580.6,252
345Е,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
345Е,4,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
345Е,4,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
345Е,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
803С,4,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
803С,4,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
113А,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1541.9,252
113А,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1875.5,252
113А,4,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
113А,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
801С,4,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
801С,4,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
801С,4,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
801С,4,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,1271.4,252
306М,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1455.8,252
269Ч,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2084.4,252
269Ч,4,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2084.4,252
269Ч,4,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,2553.5,252
269Ч,4,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,5,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
117Й,5,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
117Й,5,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,5,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
353Е,5,КРАСНОДАР,АДЛЕР,2А,1,,,260.0,1975.6,252
353Е,5,КРАСНОДАР,АДЛЕР,2А,1,,,260.0,1975.7,252
353Е,5,КРАСНОДАР,АДЛЕР,2Ц,1,,,260.0,1975.6,252
353Е,5,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1280.3,252
353Е,5,КРАСНОДАР,АДЛЕР,2Т,1,,,939.0,2654.6,252
353Е,5,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1923.6,252
353Е,5,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1923.6,252
353Е,5,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,2654.6,252
353Е,5,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
353Е,5,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
353Е,5,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
821С,5,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
821С,5,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
821С,5,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
821С,5,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
821С,5,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,1271.4,252
815С,5,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
829С,5,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
829С,5,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
803С,5,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
803С,5,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
459В,5,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
459В,5,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
037Г,6,КРАСНОДАР,АДЛЕР,1Э,1,,,2563.0,9329.8,252
037Г,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1504.4,252
117Й,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1828.5,252
117Й,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1828.5,252
117Й,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1828.5,252
117Й,6,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
117Й,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
014Ж,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2553.5,252
014Ж,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
353Е,6,КРАСНОДАР,АДЛЕР,2А,1,,,260.0,1975.6,252
353Е,6,КРАСНОДАР,АДЛЕР,2А,1,,,260.0,1975.7,252
353Е,6,КРАСНОДАР,АДЛЕР,2Ц,1,,,260.0,1975.6,252
353Е,6,КРАСНОДАР,АДЛЕР,2Ц,1,,,260.0,1975.7,252
353Е,6,КРАСНОДАР,АДЛЕР,2Т,1,,,939.0,2654.6,252
353Е,6,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1923.6,252
353Е,6,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,2311.6,252
353Е,6,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,2654.6,252
353Е,6,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
353Е,6,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
353Е,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
821С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
815С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
829С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
545У,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1627.3,252
545У,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1982.2,252
545У,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1627.3,252
545У,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1982.2,252
545У,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1475.3,252
545У,6,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
545У,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
345Е,6,КРАСНОДАР,АДЛЕР,1У,1,,,384.0,4666.9,252
345Е,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1580.6,252
345Е,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
345Е,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
345Е,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.7,252
345Е,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1923.6,252
345Е,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1280.3,252
345Е,6,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
345Е,6,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
345Е,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
803С,6,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
803С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
803С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
803С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
803С,6,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,1271.4,252
113А,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1541.9,252
113А,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1875.5,252
113А,6,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1486.5,252
113А,6,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
113А,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
801С,6,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
801С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
801С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
801С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,635.8,252
801С,6,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
801С,6,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,1271.4,252
801С,6,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
808С,6,КРАСНОДАР,АДЛЕР,2Ж,1,,,0.0,635.8,252
531Г,6,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
531Г,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
459В,6,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1134.1,252
459В,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
459В,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
465Ж,6,КРАСНОДАР,АДЛЕР,3Т,1,,,188.2,1380.1,252
465Ж,6,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
079Я,7,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1327.5,252
079Я,7,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,7,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1504.4,252
117Й,7,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1828.5,252
117Й,7,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,2233.6,252
117Й,7,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1486.5,252
117Й,7,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
117Й,7,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
014Ж,7,КРАСНОДАР,АДЛЕР,1У,1,,,384.0,5322.5,252
014Ж,7,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
083М,7,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1284.9,252
083М,7,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
353Е,7,КРАСНОДАР,АДЛЕР,2А,1,,,260.0,1975.6,252
353Е,7,КРАСНОДАР,АДЛЕР,2Ц,1,,,260.0,1975.6,252
353Е,7,КРАСНОДАР,АДЛЕР,2К,1,,,208.0,1280.3,252
353Е,7,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1580.6,252
353Е,7,КРАСНОДАР,АДЛЕР,2У,1,,,208.0,1923.6,252
353Е,7,КРАСНОДАР,АДЛЕР,2Э,1,,,939.0,2654.7,252
353Е,7,КРАСНОДАР,АДЛЕР,3Б,1,,,188.2,1380.1,252
353Е,7,КРАСНОДАР,АДЛЕР,3Э,1,,,188.2,1380.1,252
353Е,7,КРАСНОДАР,АДЛЕР,,1,,,0.0,0.0,252
821С,7,КРАСНОДАР,АДЛЕР,2Е,1,,,0.0,1271.4,252
821С,7,КРАСНОДАР,АДЛЕР,2С,1,,,0.0,1271.4,252
