Поезд/Нитка,Дней до отправления,Станция отп.,Станция назн.,Тип/Кл.обсл.,Кол-во прод. мест,Сумма по бил.,Сумма по плац.,Сумма серв. усл.,Итого сумма билета,Расстояние
259С,23,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,23,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,23,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,23,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,24,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,24,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,24,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,24,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4936.1,2243
114С,24,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,25,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,25,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,25,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,27,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,27,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,28,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,28,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
036С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,1Э,1,,,7329.0,27592.4,2243
036С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6638.2,2243
114С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4936.1,2243
114С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,29,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6638.2,2243
114С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,30,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6638.2,2243
114С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4936.1,2243
114С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,31,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,32,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6721.6,2243
259С,32,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,32,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,32,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,32,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,3646.7,2243
114С,32,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,32,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
036С,33,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,307.0,5025.7,2243
036С,33,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,33,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8859.0,2243
259С,33,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,33,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,33,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,5151.1,2243
114С,33,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,34,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,34,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,34,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,35,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,35,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,35,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,35,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6930.6,2243
114С,35,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,35,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,35,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,35,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,36,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,36,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,36,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,36,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,36,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,36,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,37,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,37,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,37,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,37,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,37,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,37,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,37,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,37,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,38,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6721.6,2243
259С,38,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,38,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,38,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,38,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,38,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,38,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,40,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,40,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,43,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4936.1,2243
114С,43,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,45,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4936.1,2243
114С,45,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,45,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,46,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,46,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5495.1,2243
259С,46,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,46,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,3646.7,2243
114С,46,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,6329.0,2243
114С,46,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,6329.0,2243
114С,46,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5052.9,2243
259С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5052.9,2243
259С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6930.6,2243
114С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,5151.1,2243
114С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,47,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
259С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6721.6,2243
259С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8350.1,2243
259С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5052.9,2243
259С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6930.6,2243
114С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6930.6,2243
114С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,48,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8116.9,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6930.6,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,5151.1,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,49,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6638.2,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6638.2,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6638.2,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8245.7,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,50,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,51,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6053.6,2243
114С,51,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7515.0,2243
114С,51,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6053.6,2243
114С,51,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7515.0,2243
114С,51,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4506.3,2243
114С,51,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,51,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
