Поезд/Нитка,Дней до отправления,Станция отп.,Станция назн.,Тип/Кл.обсл.,Кол-во прод. мест,Сумма по бил.,Сумма по плац.,Сумма серв. усл.,Итого сумма билета,Расстояние
114С,51,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6053.6,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6053.6,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7515.0,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6053.6,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7515.0,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4506.3,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,52,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,4884.6,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6053.6,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6053.6,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,4884.6,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6053.6,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,3646.7,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,53,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6930.6,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6930.6,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,8611.2,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,5151.1,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,54,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,55,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6319.4,2243
114С,55,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6319.4,2243
114С,55,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7847.2,2243
114С,55,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7847.2,2243
114С,55,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4701.7,2243
114С,55,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,55,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,55,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,56,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6319.4,2243
114С,56,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7847.2,2243
114С,56,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7847.2,2243
114С,56,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7847.2,2243
114С,56,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4701.7,2243
114С,56,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,56,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,56,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5147.2,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5147.2,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6381.9,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5147.2,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6381.9,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4066.8,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,57,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5147.2,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5147.2,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6381.9,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5147.2,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6381.9,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4066.8,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,58,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,59,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5641.0,2243
114С,59,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,59,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,59,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,59,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4452.6,2243
114С,59,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,59,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,59,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,60,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5641.0,2243
114С,60,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,60,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5641.0,2243
114С,60,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,60,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4452.6,2243
114С,60,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,60,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,60,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,61,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5916.2,2243
114С,61,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7343.2,2243
114С,61,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7343.2,2243
114С,61,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,5817.2,2243
114С,61,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,5817.2,2243
114С,61,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,67,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5641.0,2243
114С,67,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,67,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,67,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,67,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,67,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,69,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5916.2,2243
114С,69,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7343.2,2243
114С,69,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7343.2,2243
114С,69,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,69,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,69,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,71,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,71,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5641.0,2243
114С,71,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,71,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4452.6,2243
114С,71,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,71,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,71,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,73,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,73,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6999.3,2243
114С,73,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4452.6,2243
114С,73,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,73,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,73,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,75,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5916.2,2243
114С,75,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7343.2,2243
114С,75,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7343.2,2243
114С,75,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4667.5,2243
114С,75,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,75,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,75,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,77,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5916.2,2243
114С,77,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7343.2,2243
114С,77,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5916.2,2243
114С,77,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,7343.2,2243
114С,77,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4667.5,2243
114С,77,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,77,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,77,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,79,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5434.6,2243
114С,79,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6741.4,2243
114С,79,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5434.6,2243
114С,79,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6741.4,2243
114С,79,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4291.4,2243
114С,79,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,79,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,79,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,81,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6741.4,2243
114С,81,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6741.4,2243
114С,81,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4291.4,2243
114С,81,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,81,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,81,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
114С,86,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6741.4,2243
114С,86,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,5434.6,2243
114С,86,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2К,1,,,208.0,6741.4,2243
114С,86,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,2У,1,,,208.0,4291.4,2243
114С,86,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Б,1,,,188.2,4793.8,2243
114С,86,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,3Э,1,,,188.2,4793.8,2243
114С,86,КРАСНОДАР,САНКТ-ПЕТЕРБУРГ-ГЛАВНЫЙ,,1,,,0.0,0.0,2243
