Поезд/Нитка,Дней до отправления,Станция отп.,Станция назн.,Тип/Кл.обсл.,Кол-во прод. мест,Сумма по бил.,Сумма по плац.,Сумма серв. усл.,Итого сумма билета,Расстояние
271С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
472С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1423.9,284
472С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1423.9,284
472С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Д,1,,,188.2,1380.1,284
472С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
808Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,2971.2,284
808Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
808Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4467.8,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1504.4,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
118С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
286С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4895.2,284
286С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1775.2,284
286С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1775.2,284
286С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
286С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
286С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
501С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4450.7,284
501С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1674.1,284
501С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
501С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
340С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4969.8,284
340С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1861.3,284
340С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1861.3,284
340С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1861.3,284
340С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
340С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
340С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
460С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1874.9,284
460С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1874.9,284
460С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
460С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
460С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
460С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
806Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
806Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
806Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
806Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
806Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
806Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
806Э,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,635.8,284
326С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Э,1,,,2419.0,6442.4,284
326С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1674.0,284
326С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,899.0,2365.0,284
326С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
326С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
326С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
498С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1580.6,284
498С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1580.6,284
498С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1923.6,284
498С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1923.6,284
498С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
498С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
274С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1402.1,284
274С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1402.1,284
274С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
274С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
084С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
084С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
109С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,6129.8,284
109С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
138С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Э,1,,,810.0,7576.8,284
138С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,3098.7,284
138С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,412.0,3098.7,284
138С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,412.0,2561.4,284
138С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,2135.7,284
138С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,2135.7,284
138С,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
104Ж,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Б,1,,,347.0,2937.7,284
104Ж,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
030Й,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,3049.2,284
030Й,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,3514.5,284
030Й,4,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
036С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Э,1,,,810.0,5653.6,284
036С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
258С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,2425.6,284
258С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
302С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,93.1,2260.6,284
302С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,93.1,2260.6,284
302С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,93.1,1241.9,284
306С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2329.0,284
642Ж,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2030.1,284
642Ж,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2030.1,284
642Ж,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,3003.9,284
642Ж,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2030.1,284
642Ж,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1976.1,284
642Ж,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
468С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
468С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
468С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1959.0,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1959.0,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1871.6,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1871.6,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1538.8,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1871.6,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
513С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
472С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Д,1,,,188.2,1380.1,284
472С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Т,1,,,188.2,1380.1,284
472С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
808Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,2971.2,284
808Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
808Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4467.8,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
118С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1402.1,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1700.5,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1700.5,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1402.1,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1402.1,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1700.5,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1700.5,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,2340.2,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
203С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1524.0,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1723.4,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1723.4,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1524.0,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1723.4,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1085.3,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1218.3,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
470С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
460С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1874.9,284
460С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2060.1,284
460С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1874.9,284
460С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
460С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
460С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
806Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
806Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
806Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
806Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
806Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
806Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
806Э,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,635.8,284
526С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1412.9,284
526С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1714.1,284
526С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1714.1,284
526С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2216.1,284
526С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1714.1,284
526С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
526С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
526С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
532С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
532С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
532С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
270С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1299.8,284
270С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1572.6,284
270С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1572.6,284
270С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1060.9,284
270С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
270С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
084С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2219.8,284
084С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
084С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
084С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
109С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,6129.8,284
109С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
138С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,3375.3,284
138С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,412.0,3201.0,284
138С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,412.0,3375.3,284
138С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,2135.7,284
138С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,2135.7,284
138С,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
030Й,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,2739.2,284
030Й,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,2135.7,284
030Й,5,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
489С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,93.1,2260.6,284
489С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1824.4,284
489С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,2228.5,284
489С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,2334.8,284
489С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,93.1,1241.9,284
489С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Д,1,,,93.1,1241.9,284
489С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Л,1,,,188.2,1320.5,284
567С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1753.5,284
567С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1753.5,284
567С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
306С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2329.0,284
642Ж,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,1879.4,284
642Ж,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2764.7,284
642Ж,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,1879.4,284
642Ж,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1976.1,284
642Ж,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1976.1,284
642Ж,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
259С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1709.2,284
259С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
360С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1909.4,284
360С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
360С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
271С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4861.3,284
271С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4861.3,284
271С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2084.4,284
271С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
472С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Л,1,,,384.0,5142.9,284
472С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1458.5,284
472С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1458.5,284
472С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Д,1,,,188.2,1380.1,284
472С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
808Э,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,2971.2,284
808Э,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
808Э,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4467.8,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
118С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
286С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4895.2,284
286С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2446.9,284
286С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1775.2,284
286С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
286С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
286С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
501С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4450.7,284
501С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
501С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
340С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4969.8,284
340С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1410.3,284
340С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1711.0,284
340С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1711.0,284
340С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1711.0,284
340С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
340С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
340С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
460С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2060.1,284
460С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
460С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
460С,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
806Э,6,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
