Поезд/Нитка,Дней до отправления,Станция отп.,Станция назн.,Тип/Кл.обсл.,Кол-во прод. мест,Сумма по бил.,Сумма по плац.,Сумма серв. усл.,Итого сумма билета,Расстояние
498С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
498С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
270С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ф,1,,,372.0,2248.4,284
270С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1709.2,284
270С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2084.4,284
270С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2084.4,284
270С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
270С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
270С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
109С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2660.1,284
109С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
109С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
109С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
138С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Э,1,,,810.0,6935.7,284
138С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ф,1,,,412.0,2690.8,284
138С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Х,1,,,412.0,3450.4,284
138С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,2690.8,284
138С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,412.0,2690.8,284
138С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,2135.7,284
138С,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
104Ж,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,2173.7,284
104Ж,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,2614.1,284
104Ж,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
030Й,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,307.0,1858.3,284
030Й,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,3514.5,284
030Й,38,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
036С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Э,1,,,810.0,5368.6,284
036С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,307.0,1330.5,284
036С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
282С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
282С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
489С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,93.1,2260.6,284
489С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1824.4,284
489С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,2228.5,284
489С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1909.5,284
489С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,2334.8,284
489С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,93.1,1241.9,284
489С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Д,1,,,93.1,1241.9,284
489С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Л,1,,,188.2,1320.5,284
567С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1543.4,284
567С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
567С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
306С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Э,1,,,666.0,5922.4,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,307.0,1623.0,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,372.0,1698.5,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,372.0,2030.1,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,1698.5,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2030.1,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2477.6,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2030.1,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1976.1,284
642Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
259С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2084.4,284
259С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1380.8,284
259С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
259С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
360С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2334.8,284
360С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1909.5,284
360С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1271.5,284
360С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
360С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1501.2,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1824.4,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1743.6,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,2127.5,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1743.6,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
513С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
472С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1337.0,284
472С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1337.0,284
472С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Т,1,,,188.2,1380.1,284
472С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
808Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,2971.2,284
808Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
808Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
808Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,635.8,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4467.8,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1220.9,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1220.9,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
118С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
286С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1775.2,284
286С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1775.2,284
286С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1999.1,284
286С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1775.2,284
286С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1327.5,284
286С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
286С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
286С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1700.5,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1342.3,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1342.3,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1625.9,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1402.1,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1700.5,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
203С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
340С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2274.6,284
340С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1530.6,284
340С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1861.3,284
340С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1241.4,284
340С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
340С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
340С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
460С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1874.9,284
460С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
806Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
806Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
806Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
806Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
806Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
806Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,635.8,284
806Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
806Э,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,635.8,284
526С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1412.9,284
526С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1714.1,284
526С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
526С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
526С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
532С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1430.8,284
532С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1163.3,284
532С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
532С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
532С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
274С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1163.3,284
274С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1402.1,284
274С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1402.1,284
274С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
274С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
274С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
493С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1906.2,284
493С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1566.6,284
493С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1476.3,284
493С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
084С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2361.6,284
084С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1284.9,284
084С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
109С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,6129.8,284
109С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1896.7,284
109С,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1263.5,284
104Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Э,1,,,810.0,7576.8,284
104Ж,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
030Й,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,307.0,1858.3,284
030Й,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,3514.5,284
030Й,39,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
080С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2066.3,284
080С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1327.5,284
080С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
302С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,93.1,2260.6,284
302С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,93.1,1241.9,284
567С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1908.1,284
567С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1500.0,284
567С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Л,1,,,208.0,1823.1,284
567С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
567С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
642Ж,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,307.0,1623.0,284
642Ж,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,372.0,2030.1,284
642Ж,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,372.0,3003.9,284
642Ж,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2030.1,284
642Ж,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,372.0,2030.1,284
642Ж,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1976.1,284
642Ж,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
259С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
259С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
468С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2У,1,,,208.0,1134.1,284
468С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
468С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
468С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
271С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4861.3,284
271С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1709.2,284
271С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2084.4,284
271С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1709.2,284
271С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
271С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
472С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2118.6,284
472С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2118.6,284
472С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1572.8,284
472С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
808Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,2971.2,284
808Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
808Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
808Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,635.8,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4467.8,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1220.9,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1828.5,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1220.9,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
118С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
501С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1У,1,,,384.0,4450.7,284
501С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1124.4,284
501С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
501С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
501С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1420.4,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1643.6,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1723.4,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1723.4,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1643.6,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1723.4,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
470С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
460С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
460С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
460С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
806Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
806Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1С,1,,,0.0,1931.2,284
806Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
806Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Е,1,,,0.0,1271.4,284
806Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
806Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,635.8,284
806Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,1271.4,284
806Э,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ж,1,,,0.0,635.8,284
326С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,1Э,1,,,2419.0,6442.4,284
326С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,899.0,2365.0,284
326С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Э,1,,,899.0,2365.0,284
326С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
326С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
326С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
498С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1923.6,284
498С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1380.1,284
498С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1380.1,284
498С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
270С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Ф,1,,,372.0,2248.4,284
270С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,1709.2,284
270С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2084.4,284
270С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
270С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
270С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
109С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,208.0,2272.0,284
109С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,1486.5,284
109С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Э,1,,,188.2,1486.5,284
109С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
138С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2Т,1,,,412.0,3375.3,284
138С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Б,1,,,188.2,2135.7,284
138С,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
030Й,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,307.0,2018.2,284
030Й,40,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,,1,,,0.0,0.0,284
489С,41,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,93.1,2260.6,284
489С,41,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,2К,1,,,93.1,2260.6,284
489С,41,КРАСНОДАР,РОСТОВ-ГЛАВНЫЙ,3Д,1,,,93.1,1241.9,284
